Page,Date,Views,Page_Name,Project,Access,Agent,Year,Month,DayOfWeek,DayOfWeekName,Quarter,WeekOfYear
AKB48_zh.wikipedia.org_all-access_spider,2016-02-22,41.0,AKB48,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,8
2NE1_zh.wikipedia.org_all-access_spider,2016-02-23,16.0,2NE1,zh.wikipedia.org,all-access,spider,2016,2,1,Tuesday,1,8
2PM_zh.wikipedia.org_all-access_spider,2016-02-23,11.0,2PM,zh.wikipedia.org,all-access,spider,2016,2,1,Tuesday,1,8
3C_zh.wikipedia.org_all-access_spider,2016-02-23,2.0,3C,zh.wikipedia.org,all-access,spider,2016,2,1,Tuesday,1,8
4minute_zh.wikipedia.org_all-access_spider,2016-02-23,9.0,4minute,zh.wikipedia.org,all-access,spider,2016,2,1,Tuesday,1,8
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-02-23,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,2,1,Tuesday,1,8
5566_zh.wikipedia.org_all-access_spider,2016-02-23,11.0,5566,zh.wikipedia.org,all-access,spider,2016,2,1,Tuesday,1,8
91Days_zh.wikipedia.org_all-access_spider,2016-02-23,,91Days,zh.wikipedia.org,all-access,spider,2016,2,1,Tuesday,1,8
A'N'D_zh.wikipedia.org_all-access_spider,2016-02-23,35.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,2,1,Tuesday,1,8
AKB48_zh.wikipedia.org_all-access_spider,2016-02-23,29.0,AKB48,zh.wikipedia.org,all-access,spider,2016,2,1,Tuesday,1,8
2NE1_zh.wikipedia.org_all-access_spider,2016-02-24,13.0,2NE1,zh.wikipedia.org,all-access,spider,2016,2,2,Wednesday,1,8
2PM_zh.wikipedia.org_all-access_spider,2016-02-24,6.0,2PM,zh.wikipedia.org,all-access,spider,2016,2,2,Wednesday,1,8
3C_zh.wikipedia.org_all-access_spider,2016-02-24,3.0,3C,zh.wikipedia.org,all-access,spider,2016,2,2,Wednesday,1,8
4minute_zh.wikipedia.org_all-access_spider,2016-02-24,10.0,4minute,zh.wikipedia.org,all-access,spider,2016,2,2,Wednesday,1,8
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-02-24,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,2,2,Wednesday,1,8
5566_zh.wikipedia.org_all-access_spider,2016-02-24,8.0,5566,zh.wikipedia.org,all-access,spider,2016,2,2,Wednesday,1,8
91Days_zh.wikipedia.org_all-access_spider,2016-02-24,,91Days,zh.wikipedia.org,all-access,spider,2016,2,2,Wednesday,1,8
A'N'D_zh.wikipedia.org_all-access_spider,2016-02-24,31.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,2,2,Wednesday,1,8
AKB48_zh.wikipedia.org_all-access_spider,2016-02-24,104.0,AKB48,zh.wikipedia.org,all-access,spider,2016,2,2,Wednesday,1,8
2NE1_zh.wikipedia.org_all-access_spider,2016-02-25,19.0,2NE1,zh.wikipedia.org,all-access,spider,2016,2,3,Thursday,1,8
2PM_zh.wikipedia.org_all-access_spider,2016-02-25,15.0,2PM,zh.wikipedia.org,all-access,spider,2016,2,3,Thursday,1,8
3C_zh.wikipedia.org_all-access_spider,2016-02-25,5.0,3C,zh.wikipedia.org,all-access,spider,2016,2,3,Thursday,1,8
4minute_zh.wikipedia.org_all-access_spider,2016-02-25,20.0,4minute,zh.wikipedia.org,all-access,spider,2016,2,3,Thursday,1,8
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-02-25,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,2,3,Thursday,1,8
5566_zh.wikipedia.org_all-access_spider,2016-02-25,5.0,5566,zh.wikipedia.org,all-access,spider,2016,2,3,Thursday,1,8
91Days_zh.wikipedia.org_all-access_spider,2016-02-25,,91Days,zh.wikipedia.org,all-access,spider,2016,2,3,Thursday,1,8
A'N'D_zh.wikipedia.org_all-access_spider,2016-02-25,32.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,2,3,Thursday,1,8
AKB48_zh.wikipedia.org_all-access_spider,2016-02-25,28.0,AKB48,zh.wikipedia.org,all-access,spider,2016,2,3,Thursday,1,8
2NE1_zh.wikipedia.org_all-access_spider,2016-02-26,21.0,2NE1,zh.wikipedia.org,all-access,spider,2016,2,4,Friday,1,8
2PM_zh.wikipedia.org_all-access_spider,2016-02-26,20.0,2PM,zh.wikipedia.org,all-access,spider,2016,2,4,Friday,1,8
3C_zh.wikipedia.org_all-access_spider,2016-02-26,3.0,3C,zh.wikipedia.org,all-access,spider,2016,2,4,Friday,1,8
4minute_zh.wikipedia.org_all-access_spider,2016-02-26,15.0,4minute,zh.wikipedia.org,all-access,spider,2016,2,4,Friday,1,8
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-02-26,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,2,4,Friday,1,8
5566_zh.wikipedia.org_all-access_spider,2016-02-26,17.0,5566,zh.wikipedia.org,all-access,spider,2016,2,4,Friday,1,8
91Days_zh.wikipedia.org_all-access_spider,2016-02-26,,91Days,zh.wikipedia.org,all-access,spider,2016,2,4,Friday,1,8
A'N'D_zh.wikipedia.org_all-access_spider,2016-02-26,26.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,2,4,Friday,1,8
AKB48_zh.wikipedia.org_all-access_spider,2016-02-26,24.0,AKB48,zh.wikipedia.org,all-access,spider,2016,2,4,Friday,1,8
2NE1_zh.wikipedia.org_all-access_spider,2016-02-27,14.0,2NE1,zh.wikipedia.org,all-access,spider,2016,2,5,Saturday,1,8
2PM_zh.wikipedia.org_all-access_spider,2016-02-27,35.0,2PM,zh.wikipedia.org,all-access,spider,2016,2,5,Saturday,1,8
3C_zh.wikipedia.org_all-access_spider,2016-02-27,6.0,3C,zh.wikipedia.org,all-access,spider,2016,2,5,Saturday,1,8
4minute_zh.wikipedia.org_all-access_spider,2016-02-27,26.0,4minute,zh.wikipedia.org,all-access,spider,2016,2,5,Saturday,1,8
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-02-27,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,2,5,Saturday,1,8
5566_zh.wikipedia.org_all-access_spider,2016-02-27,16.0,5566,zh.wikipedia.org,all-access,spider,2016,2,5,Saturday,1,8
91Days_zh.wikipedia.org_all-access_spider,2016-02-27,,91Days,zh.wikipedia.org,all-access,spider,2016,2,5,Saturday,1,8
A'N'D_zh.wikipedia.org_all-access_spider,2016-02-27,77.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,2,5,Saturday,1,8
AKB48_zh.wikipedia.org_all-access_spider,2016-02-27,33.0,AKB48,zh.wikipedia.org,all-access,spider,2016,2,5,Saturday,1,8
2NE1_zh.wikipedia.org_all-access_spider,2016-02-28,11.0,2NE1,zh.wikipedia.org,all-access,spider,2016,2,6,Sunday,1,8
2PM_zh.wikipedia.org_all-access_spider,2016-02-28,34.0,2PM,zh.wikipedia.org,all-access,spider,2016,2,6,Sunday,1,8
3C_zh.wikipedia.org_all-access_spider,2016-02-28,4.0,3C,zh.wikipedia.org,all-access,spider,2016,2,6,Sunday,1,8
4minute_zh.wikipedia.org_all-access_spider,2016-02-28,24.0,4minute,zh.wikipedia.org,all-access,spider,2016,2,6,Sunday,1,8
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-02-28,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,2,6,Sunday,1,8
5566_zh.wikipedia.org_all-access_spider,2016-02-28,13.0,5566,zh.wikipedia.org,all-access,spider,2016,2,6,Sunday,1,8
91Days_zh.wikipedia.org_all-access_spider,2016-02-28,,91Days,zh.wikipedia.org,all-access,spider,2016,2,6,Sunday,1,8
A'N'D_zh.wikipedia.org_all-access_spider,2016-02-28,25.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,2,6,Sunday,1,8
AKB48_zh.wikipedia.org_all-access_spider,2016-02-28,44.0,AKB48,zh.wikipedia.org,all-access,spider,2016,2,6,Sunday,1,8
2NE1_zh.wikipedia.org_all-access_spider,2016-02-29,35.0,2NE1,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,9
2PM_zh.wikipedia.org_all-access_spider,2016-02-29,21.0,2PM,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,9
3C_zh.wikipedia.org_all-access_spider,2016-02-29,5.0,3C,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,9
4minute_zh.wikipedia.org_all-access_spider,2016-02-29,19.0,4minute,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,9
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-02-29,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,9
5566_zh.wikipedia.org_all-access_spider,2016-02-29,22.0,5566,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,9
91Days_zh.wikipedia.org_all-access_spider,2016-02-29,,91Days,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,9
A'N'D_zh.wikipedia.org_all-access_spider,2016-02-29,111.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,9
AKB48_zh.wikipedia.org_all-access_spider,2016-02-29,39.0,AKB48,zh.wikipedia.org,all-access,spider,2016,2,0,Monday,1,9
2NE1_zh.wikipedia.org_all-access_spider,2016-03-01,18.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,9
2PM_zh.wikipedia.org_all-access_spider,2016-03-01,17.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,9
3C_zh.wikipedia.org_all-access_spider,2016-03-01,5.0,3C,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,9
4minute_zh.wikipedia.org_all-access_spider,2016-03-01,10.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,9
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-01,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,9
5566_zh.wikipedia.org_all-access_spider,2016-03-01,16.0,5566,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,9
91Days_zh.wikipedia.org_all-access_spider,2016-03-01,,91Days,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,9
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-01,22.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,9
AKB48_zh.wikipedia.org_all-access_spider,2016-03-01,39.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,9
2NE1_zh.wikipedia.org_all-access_spider,2016-03-02,42.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,9
2PM_zh.wikipedia.org_all-access_spider,2016-03-02,22.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,9
3C_zh.wikipedia.org_all-access_spider,2016-03-02,2.0,3C,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,9
4minute_zh.wikipedia.org_all-access_spider,2016-03-02,12.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,9
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-02,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,9
5566_zh.wikipedia.org_all-access_spider,2016-03-02,10.0,5566,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,9
91Days_zh.wikipedia.org_all-access_spider,2016-03-02,,91Days,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,9
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-02,35.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,9
AKB48_zh.wikipedia.org_all-access_spider,2016-03-02,40.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,9
2NE1_zh.wikipedia.org_all-access_spider,2016-03-03,15.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,9
2PM_zh.wikipedia.org_all-access_spider,2016-03-03,26.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,9
3C_zh.wikipedia.org_all-access_spider,2016-03-03,1.0,3C,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,9
4minute_zh.wikipedia.org_all-access_spider,2016-03-03,8.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,9
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-03,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,9
5566_zh.wikipedia.org_all-access_spider,2016-03-03,11.0,5566,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,9
91Days_zh.wikipedia.org_all-access_spider,2016-03-03,,91Days,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,9
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-03,15.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,9
AKB48_zh.wikipedia.org_all-access_spider,2016-03-03,31.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,9
2NE1_zh.wikipedia.org_all-access_spider,2016-03-04,5.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,9
2PM_zh.wikipedia.org_all-access_spider,2016-03-04,16.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,9
3C_zh.wikipedia.org_all-access_spider,2016-03-04,4.0,3C,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,9
4minute_zh.wikipedia.org_all-access_spider,2016-03-04,16.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,9
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-04,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,9
5566_zh.wikipedia.org_all-access_spider,2016-03-04,18.0,5566,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,9
91Days_zh.wikipedia.org_all-access_spider,2016-03-04,,91Days,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,9
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-04,28.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,9
AKB48_zh.wikipedia.org_all-access_spider,2016-03-04,43.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,9
2NE1_zh.wikipedia.org_all-access_spider,2016-03-05,21.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,9
2PM_zh.wikipedia.org_all-access_spider,2016-03-05,16.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,9
3C_zh.wikipedia.org_all-access_spider,2016-03-05,7.0,3C,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,9
4minute_zh.wikipedia.org_all-access_spider,2016-03-05,13.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,9
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-05,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,9
5566_zh.wikipedia.org_all-access_spider,2016-03-05,53.0,5566,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,9
91Days_zh.wikipedia.org_all-access_spider,2016-03-05,,91Days,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,9
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-05,21.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,9
AKB48_zh.wikipedia.org_all-access_spider,2016-03-05,52.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,9
2NE1_zh.wikipedia.org_all-access_spider,2016-03-06,56.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,9
2PM_zh.wikipedia.org_all-access_spider,2016-03-06,28.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,9
3C_zh.wikipedia.org_all-access_spider,2016-03-06,2.0,3C,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,9
4minute_zh.wikipedia.org_all-access_spider,2016-03-06,8.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,9
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-06,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,9
5566_zh.wikipedia.org_all-access_spider,2016-03-06,213.0,5566,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,9
91Days_zh.wikipedia.org_all-access_spider,2016-03-06,,91Days,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,9
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-06,20.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,9
AKB48_zh.wikipedia.org_all-access_spider,2016-03-06,56.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,9
2NE1_zh.wikipedia.org_all-access_spider,2016-03-07,9.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,10
2PM_zh.wikipedia.org_all-access_spider,2016-03-07,19.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,10
3C_zh.wikipedia.org_all-access_spider,2016-03-07,2.0,3C,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,10
4minute_zh.wikipedia.org_all-access_spider,2016-03-07,17.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,10
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-07,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,10
5566_zh.wikipedia.org_all-access_spider,2016-03-07,20.0,5566,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,10
91Days_zh.wikipedia.org_all-access_spider,2016-03-07,,91Days,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,10
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-07,17.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,10
AKB48_zh.wikipedia.org_all-access_spider,2016-03-07,55.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,10
2NE1_zh.wikipedia.org_all-access_spider,2016-03-08,20.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,10
2PM_zh.wikipedia.org_all-access_spider,2016-03-08,17.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,10
3C_zh.wikipedia.org_all-access_spider,2016-03-08,5.0,3C,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,10
4minute_zh.wikipedia.org_all-access_spider,2016-03-08,12.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,10
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-08,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,10
5566_zh.wikipedia.org_all-access_spider,2016-03-08,19.0,5566,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,10
91Days_zh.wikipedia.org_all-access_spider,2016-03-08,,91Days,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,10
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-08,10.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,10
AKB48_zh.wikipedia.org_all-access_spider,2016-03-08,52.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,10
2NE1_zh.wikipedia.org_all-access_spider,2016-03-09,17.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,10
2PM_zh.wikipedia.org_all-access_spider,2016-03-09,15.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,10
3C_zh.wikipedia.org_all-access_spider,2016-03-09,1.0,3C,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,10
4minute_zh.wikipedia.org_all-access_spider,2016-03-09,34.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,10
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-09,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,10
5566_zh.wikipedia.org_all-access_spider,2016-03-09,15.0,5566,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,10
91Days_zh.wikipedia.org_all-access_spider,2016-03-09,,91Days,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,10
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-09,12.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,10
AKB48_zh.wikipedia.org_all-access_spider,2016-03-09,25.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,10
2NE1_zh.wikipedia.org_all-access_spider,2016-03-10,18.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,10
2PM_zh.wikipedia.org_all-access_spider,2016-03-10,11.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,10
3C_zh.wikipedia.org_all-access_spider,2016-03-10,0.0,3C,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,10
4minute_zh.wikipedia.org_all-access_spider,2016-03-10,10.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,10
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-10,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,10
5566_zh.wikipedia.org_all-access_spider,2016-03-10,4.0,5566,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,10
91Days_zh.wikipedia.org_all-access_spider,2016-03-10,,91Days,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,10
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-10,9.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,10
AKB48_zh.wikipedia.org_all-access_spider,2016-03-10,18.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,10
2NE1_zh.wikipedia.org_all-access_spider,2016-03-11,8.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,10
2PM_zh.wikipedia.org_all-access_spider,2016-03-11,7.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,10
3C_zh.wikipedia.org_all-access_spider,2016-03-11,3.0,3C,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,10
4minute_zh.wikipedia.org_all-access_spider,2016-03-11,9.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,10
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-11,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,10
5566_zh.wikipedia.org_all-access_spider,2016-03-11,8.0,5566,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,10
91Days_zh.wikipedia.org_all-access_spider,2016-03-11,,91Days,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,10
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-11,36.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,10
AKB48_zh.wikipedia.org_all-access_spider,2016-03-11,18.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,10
2NE1_zh.wikipedia.org_all-access_spider,2016-03-12,9.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,10
2PM_zh.wikipedia.org_all-access_spider,2016-03-12,15.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,10
3C_zh.wikipedia.org_all-access_spider,2016-03-12,3.0,3C,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,10
4minute_zh.wikipedia.org_all-access_spider,2016-03-12,9.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,10
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-12,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,10
5566_zh.wikipedia.org_all-access_spider,2016-03-12,14.0,5566,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,10
91Days_zh.wikipedia.org_all-access_spider,2016-03-12,,91Days,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,10
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-12,21.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,10
AKB48_zh.wikipedia.org_all-access_spider,2016-03-12,28.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,10
2NE1_zh.wikipedia.org_all-access_spider,2016-03-13,17.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,10
2PM_zh.wikipedia.org_all-access_spider,2016-03-13,11.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,10
3C_zh.wikipedia.org_all-access_spider,2016-03-13,1.0,3C,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,10
4minute_zh.wikipedia.org_all-access_spider,2016-03-13,15.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,10
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-13,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,10
5566_zh.wikipedia.org_all-access_spider,2016-03-13,8.0,5566,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,10
91Days_zh.wikipedia.org_all-access_spider,2016-03-13,,91Days,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,10
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-13,14.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,10
AKB48_zh.wikipedia.org_all-access_spider,2016-03-13,17.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,10
2NE1_zh.wikipedia.org_all-access_spider,2016-03-14,9.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,11
2PM_zh.wikipedia.org_all-access_spider,2016-03-14,36.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,11
3C_zh.wikipedia.org_all-access_spider,2016-03-14,2.0,3C,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,11
4minute_zh.wikipedia.org_all-access_spider,2016-03-14,10.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,11
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-14,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,11
5566_zh.wikipedia.org_all-access_spider,2016-03-14,11.0,5566,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,11
91Days_zh.wikipedia.org_all-access_spider,2016-03-14,,91Days,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,11
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-14,36.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,11
AKB48_zh.wikipedia.org_all-access_spider,2016-03-14,31.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,11
2NE1_zh.wikipedia.org_all-access_spider,2016-03-15,10.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,11
